上市公司简称,股票代码,年份,AI提及次数,AI战略态度,AI整体水平,AI岗位数,AI专利数,一致性判定
东来技术,688129,2024.0,2,初步探索,低,3,0,言行一致
东杰智能,300486,2024.0,7,重点方向,中,13,168,言行一致
东江环保,002672,2024.0,2,初步探索,低,0,0,表态超前
东港股份,002117,2024.0,24,核心战略,高,5,44,言行一致
东湖高新,600133,2024.0,6,重点方向,中,12,3,言行一致
东瑞股份,001201,2024.0,0,,无,0,4,行动先行
东田微,301183,2024.0,8,未提及,低,0,20,言行一致
东百集团,600693,2024.0,2,初步探索,低,3,0,言行一致
东睦股份,600114,2024.0,1,未提及,低,0,127,言行一致
东箭科技,300978,2024.0,1,初步探索,低,1,355,言行一致
东航物流,601156,2024.0,2,重点方向,中,4,21,言行一致
东芯股份,688110,2024.0,6,重点方向,中,7,62,言行一致
东莞控股,000828,2024.0,0,,无,0,1,行动先行
东诚药业,002675,2024.0,0,未提及,无,0,54,行动先行
东软载波,300183,2024.0,16,核心战略,高,36,130,言行一致
东软集团,600718,2024.0,48,核心战略,高,471,1796,言行一致
东阳光,600673,2024.0,41,核心战略,高,1,8,言行一致
东阿阿胶,000423,2024.0,2,重点方向,低,3,372,言行一致
东风科技,600081,2024.0,9,重点方向,中,0,224,言行一致
东风股份,600006,2024.0,5,重点方向,中,2,1192,言行一致
东鹏控股,003012,2024.0,0,未提及,无,6,693,行动先行
东鹏饮料,605499,2024.0,3,重点方向,中,10,0,言行一致
丝路视觉,300556,2024.0,18,重点方向,中,17,34,言行一致
两面针,600249,2024.0,1,重点方向,低,0,91,言行一致
严牌股份,301081,2024.0,0,,无,0,17,行动先行
中一科技,301150,2024.0,24,未提及,低,2,54,言行一致
中亚股份,300512,2024.0,3,重点方向,低,2,504,言行一致
中交发展,000736,2024.0,1,未提及,低,1,0,言行一致
中交设计,600720,2024.0,1,重点方向,中,0,0,表态超前
中亦科技,301208,2024.0,14,核心战略,高,55,52,言行一致
中京电子,002579,2024.0,7,重点方向,中,0,20,言行一致
中仑新材,301565,2024.0,1,初步探索,低,0,0,表态超前
中伟新材,300919,2024.0,6,初步探索,低,9,173,言行一致
中体产业,600158,2024.0,2,初步探索,低,0,0,表态超前
中信出版,300788,2024.0,4,核心战略,中,45,12,言行一致
中信博,688408,2024.0,5,初步探索,低,3,200,言行一致
中信建投,601066,2024.0,4,重点方向,中,0,0,表态超前
中信海直,000099,2024.0,1,初步探索,低,0,5,言行一致
中信特钢,000708,2024.0,7,核心战略,高,1,14,言行一致
中信证券,600030,2024.0,5,重点方向,中,0,0,表态超前
中信金属,601061,2024.0,1,初步探索,低,5,923,言行一致
中储股份,600787,2024.0,7,重点方向,中,2,0,言行一致
中元股份,300018,2024.0,3,重点方向,中,10,99,言行一致
中光学,002189,2024.0,2,重点方向,中,0,38,言行一致
中光防雷,300414,2024.0,1,初步探索,低,0,84,言行一致
中公教育,002607,2024.0,7,核心战略,高,2,0,言行一致
中公高科,603860,2024.0,1,重点方向,低,9,124,言行一致
中兰环保,300854,2024.0,1,初步探索,低,0,36,言行一致
中关村,000931,2024.0,1,初步探索,低,0,0,表态超前
中兴商业,000715,2024.0,1,初步探索,低,0,0,表态超前
中兴通讯,000063,2024.0,40,核心战略,高,331,58129,言行一致
中兵红箭,000519,2024.0,0,,无,0,0,未涉及AI
中再资环,600217,2024.0,0,,无,0,0,未涉及AI
中农立华,603970,2024.0,0,,无,0,33,行动先行
中农联合,003042,2024.0,0,未提及,无,0,9,行动先行
中创物流,603967,2024.0,0,未提及,无,0,0,未涉及AI
中创环保,300056,2024.0,0,未提及,无,0,89,行动先行
中创股份,688695,2024.0,18,重点方向,中,0,0,表态超前
中利集团,002309,2024.0,0,未提及,无,0,1502,行动先行
中力股份,603194,2024.0,1,初步探索,低,0,0,表态超前
中化国际,600500,2024.0,1,初步探索,低,10,3,言行一致
中化装备,600579,2024.0,3,重点方向,中,0,0,表态超前
中华企业,600675,2024.0,0,未提及,无,0,0,未涉及AI
中南传媒,601098,2024.0,8,重点方向,中,0,7,言行一致
中南文化,002445,2024.0,0,,无,1,0,行动先行
中南股份,000717,2024.0,0,未提及,无,0,1674,行动先行
中原传媒,000719,2024.0,10,重点方向,中,0,0,表态超前
中原内配,002448,2024.0,0,未提及,无,0,151,行动先行
中原高速,600020,2024.0,0,,无,0,27,行动先行
中哲精化,000953,2024.0,0,,无,0,0,未涉及AI
中嘉博创,000889,2024.0,11,核心战略,高,0,0,表态超前
中国东航,600115,2024.0,0,未提及,低,42,77,行动先行
中国中免,601888,2024.0,0,,无,0,28,行动先行
中国人寿,601628,2024.0,3,重点方向,中,5,966,言行一致
中国出版,601949,2024.0,2,初步探索,中,0,0,表态超前
中国动力,600482,2024.0,0,未提及,无,0,0,未涉及AI
中国化学,601117,2024.0,0,,无,0,74,行动先行
中国医药,600056,2024.0,1,未提及,低,0,0,表态超前
中国卫星,600118,2024.0,8,重点方向,中,0,5,言行一致
中国卫通,601698,2024.0,0,未提及,无,0,113,行动先行
中国国航,601111,2024.0,0,,无,0,44,行动先行
中国国贸,600007,2024.0,0,,无,0,1,行动先行
中国天楹,000035,2024.0,5,重点方向,中,13,280,言行一致
中国太保,601601,2024.0,18,核心战略,高,118,39,言行一致
中国宝安,000009,2024.0,0,未提及,无,2,0,行动先行
中国巨石,600176,2024.0,2,初步探索,中,0,0,表态超前
中国广核,003816,2024.0,0,,无,0,3846,行动先行
中国建筑,601668,2024.0,3,重点方向,低,2,829,言行一致
中国核建,601611,2024.0,0,重点方向,中,0,22,行动先行
中国武夷,000797,2024.0,0,,无,0,0,未涉及AI
中国海油,600938,2024.0,1,重点方向,中,0,0,表态超前
中国海诚,002116,2024.0,6,重点方向,中,5,106,言行一致
中国海防,600764,2024.0,4,初步探索,低,0,0,表态超前
中国瑞林,603257,2024.0,1,初步探索,低,0,0,表态超前
中国电信,601728,2024.0,45,核心战略,高,0,0,表态超前
中国电建,601669,2024.0,6,核心战略,高,0,20,言行一致
中国电影,600977,2024.0,4,重点方向,中,0,0,表态超前
中国电研,688128,2024.0,14,重点方向,中,0,0,表态超前
中国石化,600028,2024.0,3,重点方向,中,0,80870,言行一致
中国石油,601857,2024.0,0,未提及,无,0,29029,行动先行
中国神华,601088,2024.0,1,初步探索,中,0,4167,言行一致
中国科传,601858,2024.0,8,重点方向,中,16,0,言行一致
中国移动,600941,2024.0,35,核心战略,高,0,0,表态超前
中国稀土,000831,2024.0,0,初步探索,低,0,0,未涉及AI
中国联通,600050,2024.0,28,核心战略,高,25,1,言行一致
中国能建,601868,2024.0,3,重点方向,中,0,85,言行一致
中国船舶,600150,2024.0,2,重点方向,中,0,0,表态超前
中国软件,600536,2024.0,8,重点方向,中,140,105,言行一致
中国通号,688009.SH,2024.0,0,,,31,122,行动先行
中国重汽,000951,2024.0,0,,无,0,23,行动先行
中国铁物,000927,2024.0,6,重点方向,中,0,7,言行一致
中国铝业,601600,2024.0,3,重点方向,中,0,1544,言行一致
中国银河,601881,2024.0,2,初步探索,低,26,2,言行一致
中国长城,000066,2024.0,12,核心战略,高,56,324,言行一致
中国黄金,600916,2024.0,1,重点方向,中,0,0,表态超前
中坚科技,002779,2024.0,11,核心战略,中,2,0,言行一致
中复神鹰,688295,2024.0,3,初步探索,低,0,308,言行一致
中大力德,002896,2024.0,0,未提及,无,5,52,行动先行
中天服务,002188,2024.0,2,初步探索,低,0,1,言行一致
中天火箭,003009,2024.0,1,初步探索,低,0,77,言行一致
中天科技,600522,2024.0,18,核心战略,高,19,1415,言行一致
中天精装,002989,2024.0,8,重点方向,中,1,26,言行一致
中央商场,600280,2024.0,2,重点方向,中,1,0,言行一致
中威电子,300270,2024.0,35,核心战略,高,1,77,言行一致
中孚信息,300659,2024.0,12,重点方向,中,20,277,言行一致
中孚实业,600595,2024.0,1,初步探索,低,1,70,言行一致
中安科,600654,2024.0,35,核心战略,高,16,3,言行一致
中宠股份,002891,2024.0,1,初步探索,低,0,85,言行一致
中密控股,300470,2024.0,1,初步探索,低,0,90,言行一致
中富电路,300814,2024.0,0,未提及,无,0,21,行动先行
中富通,300560,2024.0,15,重点方向,中,74,16115,言行一致
中寰股份,920260,2024.0,0,未提及,无,0,12,行动先行
中山公用,000685,2024.0,3,重点方向,中,2,1,言行一致
中岩大地,003001,2024.0,2,初步探索,低,6,267,言行一致
中工国际,002051,2024.0,4,重点方向,中,0,57,言行一致
中巨芯,688549,2024.0,4,未提及,无,3,3,言行一致
中广天择,603721,2024.0,15,核心战略,高,0,7,言行一致
中广核技,000881,2024.0,0,,无,3,38,行动先行
中建环能,300425,2024.0,2,初步探索,低,0,130,言行一致
中微公司,688012,2024.0,4,重点方向,中,3,0,言行一致
中微半导,688380,2024.0,5,重点方向,中,0,0,表态超前
中恒电气,002364,2024.0,7,重点方向,中,23,137,言行一致
中恒集团,600252,2024.0,4,重点方向,中,1,0,言行一致
中成股份,000151,2024.0,0,,无,0,12,行动先行
中持股份,603903,2024.0,0,,,1,86,行动先行
中捷精工,301072,2024.0,2,重点方向,中,0,94,言行一致
中捷资源,002021,2024.0,1,初步探索,低,0,0,表态超前
中控技术,688777,2024.0,87,核心战略,高,197,249,言行一致
中文传媒,600373,2024.0,11,重点方向,高,0,0,表态超前
中文在线,300364,2024.0,28,核心战略,高,50,20,言行一致
中新赛克,002912,2024.0,38,核心战略,高,0,3,言行一致
中旗新材,001212,2024.0,0,未提及,无,0,90,行动先行
中旗股份,300575,2024.0,0,未提及,无,0,134,行动先行
中无人机,688297,2024.0,16,重点方向,高,0,0,表态超前
中晟高科,002778,2024.0,4,核心战略,中,0,18,言行一致
中晶科技,003026,2024.0,2,未提及,低,0,28,言行一致
中曼石油,603619,2024.0,3,重点方向,中,13,40,言行一致
中望软件,688083,2024.0,3,重点方向,中,11,0,言行一致
中机认检,301508,2024.0,6,重点方向,中,2,23,言行一致
中材国际,600970,2024.0,1,重点方向,中,0,187,言行一致
中材科技,002080,2024.0,5,初步探索,低,0,213,言行一致
中材节能,603126,2024.0,0,未提及,无,0,82,行动先行
中来股份,300393,2024.0,0,未提及,无,0,88,行动先行
中核科技,000777,2024.0,0,未提及,无,1,314,行动先行
中欣氟材,002915,2024.0,4,重点方向,低,0,81,言行一致
中毅达、中毅达B,600610,2024.0,0,,无,0,0,未涉及AI
中水渔业,000798,2024.0,1,初步探索,低,0,8,言行一致
中汽股份,301215,2024.0,8,重点方向,中,0,34,言行一致
中油工程,600339,2024.0,6,核心战略,高,0,146,言行一致
中油资本,000617,2024.0,0,,无,0,0,未涉及AI
中泰化学,002092,2024.0,9,重点方向,中,0,217,言行一致
中泰股份,300435,2024.0,0,,无,0,96,行动先行
中泰证券,600918,2024.0,11,核心战略,高,22,12,言行一致
中洲控股,000042,2024.0,0,,无,6,0,行动先行
中洲特材,300963,2024.0,0,,无,0,25,行动先行
中海油服,601808,2024.0,1,初步探索,低,1,1848,言行一致
中海达,300177,2024.0,19,核心战略,高,19,61,言行一致
中润光学,688307,2024.0,3,初步探索,低,0,216,言行一致
中源协和,600645,2024.0,1,重点方向,低,24,1,言行一致
中源家居,603709,2024.0,0,未提及,无,5,55,行动先行
中炬高新,600872,2024.0,0,,无,0,2,行动先行
中煤能源,601898,2024.0,1,重点方向,中,0,49,言行一致
中熔电气,301031,2024.0,5,重点方向,中,0,98,言行一致
中牧股份,600195,2024.0,1,初步探索,低,0,231,言行一致
中环海陆,301040,2024.0,1,初步探索,低,0,83,言行一致
中瑞股份,301587,2024.0,2,未提及,低,0,0,表态超前
中瓷电子,003031,2024.0,2,初步探索,低,0,62,言行一致
中电港,001287,2024.0,12,重点方向,高,6,20,言行一致
中电环保,300172,2024.0,6,重点方向,中,0,96,言行一致
中电电机,603988,2024.0,0,未提及,无,0,208,行动先行
中电鑫龙,002298,2024.0,40,核心战略,高,0,116,言行一致
中百集团,000759,2024.0,1,初步探索,低,1,0,言行一致
中盐化工,600328,2024.0,1,重点方向,低,0,56,言行一致
中直股份,600038,2024.0,1,初步探索,低,0,0,表态超前
中石科技,300684,2024.0,11,重点方向,中,1,84,言行一致
中矿资源,002738,2024.0,1,未提及,无,0,20,言行一致
中研股份,688716,2024.0,0,,无,1,50,行动先行
中科三环,000970,2024.0,1,未提及,低,0,468,言行一致
中科信息,300678,2024.0,85,核心战略,高,23,149,言行一致
中科创达,300496,2024.0,48,核心战略,高,557,329,言行一致
中科微至,688211,2024.0,8,核心战略,高,39,128,言行一致
中科星图,688568,2024.0,45,核心战略,高,86,257,言行一致
中科江南,301153,2024.0,8,核心战略,高,53,41,言行一致
中科海讯,300810,2024.0,11,重点方向,高,4,53,言行一致
中科环保,301175,2024.0,6,重点方向,中,0,71,言行一致
中科电气,300035,2024.0,1,未提及,低,2,134,言行一致
中科磁业,301141,2024.0,1,未提及,低,0,33,言行一致
中科美菱,920992,2024.0,2,重点方向,中,1,144,言行一致
中科蓝讯,688332,2024.0,30,核心战略,高,5,220,言行一致
中科软,603927,2024.0,68,核心战略,高,314,41,言行一致
中科通达,688038,2024.0,120,核心战略,高,12,188,言行一致
中科金财,002657,2024.0,62,核心战略,高,46,0,言行一致
中科飞测,688361,2024.0,5,核心战略,中,90,561,言行一致
广晟有色,600259,2024.0,2,初步探索,低,0,17,言行一致
中简科技,300777,2024.0,0,,无,0,39,行动先行
中粮科工,301058,2024.0,2,初步探索,低,0,1,言行一致
中粮科技,000930,2024.0,1,初步探索,低,0,345,言行一致
中粮糖业,600737,2024.0,2,初步探索,低,1,33,言行一致
中粮资本,002423,2024.0,0,,无,0,34,行动先行
中红医疗,300981,2024.0,3,未提及,无,0,22,言行一致
中纺标,920122,2024.0,0,未提及,无,0,24,行动先行
中联重科,000157,2024.0,18,核心战略,高,165,2424,言行一致
中胤时尚,300901,2024.0,0,未提及,无,0,4,行动先行
中能电气,300062,2024.0,1,重点方向,中,1,39,言行一致
中自科技,688737,2024.0,0,未提及,无,0,48,行动先行
中航光电,002179,2024.0,4,重点方向,中,0,1687,言行一致
中航成飞,302132,2024.0,2,重点方向,中,0,166,言行一致
中航机载,600372,2024.0,1,初步探索,低,0,1,言行一致
中航沈飞,600760,2024.0,0,未提及,无,0,0,未涉及AI
中航泰达,920263,2024.0,6,重点方向,高,0,92,言行一致
中航西飞,000768,2024.0,0,未提及,无,0,1411,行动先行
中航重机,600765,2024.0,0,,,0,7,行动先行
中航高科,600862,2024.0,3,未提及,低,1,13,言行一致
中船汉光,300847,2024.0,0,,无,0,26,行动先行
中船特气,688146,2024.0,8,重点方向,中,0,0,表态超前
中船科技,600072,2024.0,0,重点方向,中,5,16,行动先行
中船防务,600685,2024.0,0,未提及,无,0,2,行动先行
中色股份,000758,2024.0,0,未提及,无,2,18,行动先行
中芯国际,688981,2024.0,2,初步探索,低,0,0,表态超前
中英科技,300936,2024.0,3,初步探索,低,0,56,言行一致
中草香料,920016,2024.0,0,,无,0,0,未涉及AI
中荣股份,301223,2024.0,1,初步探索,低,4,64,言行一致
中裕科技,920694,2024.0,0,,无,0,163,行动先行
中视传媒,600088,2024.0,3,初步探索,低,0,0,表态超前
中触媒,688267,2024.0,0,未提及,低,0,350,行动先行
中设咨询,920873,2024.0,3,重点方向,中,0,0,表态超前
中谷物流,603565,2024.0,0,,无,0,0,未涉及AI
中贝通信,603220,2024.0,18,核心战略,高,5,8,言行一致
中赋科技,300692,2024.0,3,重点方向,中,0,62,言行一致
中超控股,002471,2024.0,1,重点方向,中,0,6,言行一致
中辰股份,300933,2024.0,0,初步探索,低,0,43,行动先行
中达安,300635,2024.0,18,核心战略,高,4,31,言行一致
中远海特,600428,2024.0,2,重点方向,高,3,151,言行一致
中远海科,002401,2024.0,26,核心战略,高,9,334,言行一致
中远海能,600026,2024.0,1,初步探索,低,0,0,表态超前
中远通,301516,2024.0,1,未提及,低,0,45,言行一致
中通客车,000957,2024.0,3,重点方向,中,4,460,言行一致
中邮科技,688648,2024.0,34,核心战略,高,7,183,言行一致
中重科技,603135,2024.0,0,未提及,低,0,0,未涉及AI
中金岭南,000060,2024.0,1,重点方向,低,0,401,言行一致
中金辐照,300962,2024.0,0,,无,0,5,行动先行
中金黄金,600489,2024.0,0,,无,0,2,行动先行
中钢国际,000928,2024.0,0,未提及,无,0,0,未涉及AI
中钢天源,002057,2024.0,0,未提及,无,0,194,行动先行
中钢洛耐,688119,2024.0,0,未提及,无,0,0,未涉及AI
中钨高新,000657,2024.0,4,重点方向,中,0,0,表态超前
中铁工业,600528,2024.0,2,核心战略,高,1,455,言行一致
中铁特货,001213,2024.0,1,未提及,低,0,22,言行一致
中铁装配,300374,2024.0,0,未提及,无,0,32,行动先行
中铝国际,601068,2024.0,12,重点方向,高,0,134,言行一致
中锐股份,002374,2024.0,0,,无,0,130,行动先行
中闽能源,600163,2024.0,0,,无,0,0,未涉及AI
中际旭创,300308,2024.0,1,重点方向,中,0,10,言行一致
中际联合,605305,2024.0,0,,无,0,0,未涉及AI
中集环科,301559,2024.0,8,重点方向,中,2,222,言行一致
中集车辆,301039,2024.0,2,初步探索,低,3,0,言行一致
中集集团,000039,2024.0,8,核心战略,高,16,0,言行一致
中青宝,300052,2024.0,14,重点方向,中,19,3,言行一致
中青旅,600138,2024.0,0,,无,12,0,行动先行
中顺洁柔,002511,2024.0,1,重点方向,低,10,6,言行一致
中颖电子,300327,2024.0,3,重点方向,中,1,121,言行一致
中马传动,603767,2024.0,2,重点方向,低,0,26,言行一致
中鼎股份,000887,2024.0,1,重点方向,低,5,142,言行一致
丰元股份,002805,2024.0,0,未提及,无,0,31,行动先行
丰光精密,920510,2024.0,4,初步探索,低,1,34,言行一致
丰原药业,000153,2024.0,0,未提及,无,0,41,行动先行
丰安股份,920608,2024.0,0,未提及,无,0,20,行动先行
丰山集团,603810,2024.0,0,,无,0,21,行动先行
